"folioviv","","conex_inte","ing_cor","energia","comunica","menores"
"301217507","","2","53267.87","1267.74","580.64","0"
"301217508","","2","70927.58","1360.64","290.32","2"
"301217509","","1","35043.02","955.64","1430.32","1"
"301217510","","2","50160.97","450","290.32","2"
"301217511","","1","78868.33","4045.16","2230.64","0"
"301217512","","2","32219.49","2202.58","290.32","0"
"301217919","","2","45786.52","600","580.64","1"
"301217920","","1","96721.59","2753.22","1480.64","0"
"301217921","","2","65418.02","1824.19","580.64","2"
"301217922","","2","66916.19","900","580.64","0"
"301217923","","2","53408.27","927.87","580.64","2"
"301242019","","1","13620.34","450","580.64","0"
"301242020","","1","37811.34","2295.43","870.96","0"
"301242021","","1","38471.66","2026.93","1741.93","0"
"301242022","","1","37997.45","435","1575.48","0"
"301242023","","1","42726.01","1920.96","1480.64","0"
"301242024","","2","8501.65","495.48","290.32","0"
"301242414","","1","45770.08","5147.41","1770.96","1"
"301242415","","1","41419.99","1155","1180.64","2"
"301242416","","2","52335.55","2373.91","580.64","2"
"301242417","","2","51847.81","498","580.64","0"
"301242418","","1","67021.1","3000","1780.64","0"
"301242807","","2","28327.86","154.5","1200","0"
"301242808","","2","61770.49","5604","600","0"
"301242809","","1","33245.89","2908.5","1647","0"
"301242811","","2","27383.27","1200","600","1"
"301242812","","2","27481.95","1200","600","0"
"301242901","","2","46956.52","1020","1590","0"
"301242902","","2","34767.96","3770.32","1277.41","0"
"301242903","","2","32500.96","1290","290.32","1"
"301242904","","1","51943.87","1417.74","2013.96","0"
"301242905","","2","32967.38","870","1200","0"
"301242906","","2","24339.69","720.14","580.64","0"
"301255013","","1","44859.7","2624.51","3243","1"
"301255014","","2","5233.67","630","580.64","1"
"301255015","","1","30574.67","1695.77","1306.45","0"
"301255016","","1","213235.57","1500","2421.29","0"
"301255017","","1","48141.14","2545.16","1435.64","0"
"301255407","","1","42915.65","2936.12","1161.29","2"
"301255408","","2","24991.59","312","580.64","1"
"301255409","","1","69274.06","427.5","1451.61","1"
"301255410","","2","23626.13","111","580.64","0"
"301255412","","1","87056.17","930","3801.29","0"
"301255619","","1","22834.4","2445","1869","0"
"301255622","","2","21049.16","1390.5","1200","0"
"301255623","","2","27147.53","643.5","1200","2"
"301255624","","1","111295.04","2760","5700","1"
"301255801","","1","24786.87","4083","2100","1"
"301255802","","1","133918.03","750","1950","0"
"301255804","","2","44950.81","2250","600","3"
"301255805","","2","48475.29","450","600","2"
"301327207","","1","53631.05","975","150","0"
"301327208","","2","19421.11","537.09","300","2"
"301327209","","1","33959.7","50","1155","2"
"301327210","","2","43127.79","1247.41","300","1"
"301327211","","1","68965.04","3000","1167","1"
"301327212","","1","50734.25","969.67","2100","0"
"301327319","","1","31462.5","750","1916.12","0"
"301327320","","2","68613.93","2625","870.96","1"
"301327321","","2","71832.39","4545.48","1741.93","1"
"301327322","","1","49676.54","1950","1930.64","1"
"301327323","","2","46372.47","1333.5","580.64","1"
"301327324","","2","58537.85","1030.5","870.96","0"
"301327513","","1","47284.66","5264.51","4941.29","0"
"301327514","","1","65246","1780.64","2421.29","0"
"301327516","","2","21102.03","1285.64","290.32","0"
"301327701","","1","245458.97","5085","3600","1"
"301327702","","1","70375.42","450","3600","2"
"301327703","","1","194463.88","8491","3297","0"
"301327704","","1","42597.18","225","600","0"
"301327705","","1","29270.18","600","1227","0"
"301341020","","2","54364.47","705","870.96","2"
"301341021","","2","37296.97","595.16","290.32","0"
"301341024","","2","35203.09","2090.32","290.32","0"
"301341807","","2","69793.7","2838","1800","2"
"301341808","","2","32163.92","600","1200","1"
"301341809","","2","46973.09","405","300","0"
"301341810","","2","42147.53","750","600","1"
"301341811","","2","48137.68","550.5","1722","0"
"301341812","","1","56213.11","3300","3840","2"
"301341901","","2","44669.31","1326.67","1741.93","0"
"301341902","","2","20691.69","591","660","0"
"301341903","","2","56529.87","570","580.64","1"
"301341904","","2","53757","3100.64","1161.29","2"
"301341905","","2","51648.24","300","580.64","2"
"301343213","","2","46700.22","725.8","290.32","1"
"301343214","","2","82552.21","1030.64","1741.93","3"
"301343215","","2","37470.74","1770.96","580.64","0"
"301343216","","2","109159.66","2508.38","4141.93","1"
"301343217","","2","35775.67","750","580.64","0"
"301343218","","2","112590.02","1161.77","1161.29","2"
"301343519","","2","57165.14","1761.29","580.64","2"
"301343524","","2","44103.5","570","580.64","1"
"301343601","","2","38188.5","450","600","0"
"301343602","","2","39997.25","750","900","0"
"301343604","","2","53213.1","820","900","1"
"301343606","","2","44802.7","1500","2010","1"
"301343707","","2","23995.28","582.85","300","1"
"301343708","","2","80210.96","770","1500","1"
"301343709","","1","60472.83","600","600","2"
"301343711","","2","88336.14","1110","1200","2"
"301343712","","2","34549.18","1300","600","2"
"301376202","","1","158958.45","825","2211.29","0"
"301376203","","1","136754.05","2850","1170","2"
"301376205","","1","78429.91","1114.5","2554.64","3"
"301376206","","1","33554.82","2250","1747.64","1"
"301376313","","1","46733.3","1644","1800","0"
"301376314","","1","86476.96","1650","1380","1"
"301376315","","1","123825.58","1500","3600","1"
"301376316","","1","67853.55","2700","2220","0"
"301376317","","2","40405.3","1200","1200","1"
"301376318","","1","89804.65","2700","2700","0"
"301376507","","1","40503.14","1725","2697","2"
"301376508","","1","131908.75","456","3250.64","1"
"301376509","","1","93907.26","3543.09","1200","2"
"301376511","","1","44040.01","900","3435.48","1"
"301376512","","2","64282.97","2312.9","203.22","0"
"301376919","","1","91562.4","1596.77","112.5","1"
"301376920","","1","65044.5","1200","1155","2"
"301376921","","1","47856.51","1530","1200","0"
"301376922","","2","73077.62","3300","1340.32","5"
"301376924","","1","79649.36","1000","1755","1"
"301381303","","1","42491.23","1250","435.48","2"
"301381304","","1","78725.55","1027.5","1500","2"
"301381306","","2","28860.25","1114","1266","2"
"301381419","","1","89583.79","888","2337.96","1"
"301381420","","2","59394.6","1813.11","580.64","3"
"301381421","","2","56344.76","540","1161.29","0"
"301381422","","1","43138.67","1350","2240.32","0"
"301381424","","2","88205.53","2581.93","4064.51","0"
"301381813","","2","60794.94","600","2100","3"
"301381814","","2","75980.02","1020","2100","1"
"301381815","","1","58558.3","549","2430","0"
"301381818","","2","23585.78","900","1197","0"
"301381907","","1","58934.66","2602.25","2310.96","0"
"301381908","","2","34061.98","330","870.96","1"
"301381909","","2","63706.26","1125","2400","1"
"301381910","","2","71406.87","4172.9","1393.54","0"
"301381910","","1","139768.28","1200","3732.58","1"
"301381911","","2","110734.92","2762.9","2903.22","2"
"301381912","","1","77495.34","450","2661.29","1"
"301383013","","1","109578.21","1692","2080.64","2"
"301383014","","1","151331.32","5216.12","2928.29","0"
"301383015","","1","40199.11","1189.5","4890","3"
"301383016","","1","115635.31","600","2347.64","0"
"301383017","","1","78956.86","712.5","11047.63","1"
"301383018","","2","96049.68","1983.96","290.32","3"
"301383407","","1","82798.09","4001.61","3521.61","2"
"301383408","","2","48249.42","1510.64","23806.44","1"
"301383409","","1","65969.49","750","2980.64","0"
"301383410","","1","52587.97","735","2736.29","0"
"301383411","","1","108018.09","5812.5","6082.25","0"
"301383619","","1","117746.17","819","2460","1"
"301383620","","1","100669.59","5400","2655","0"
"301383621","","2","143292.07","645","2880","2"
"301383622","","2","53188.45","495","600","0"
"301383623","","1","169731.08","3570","3630","0"
"301383624","","1","57106.06","2515.5","3555","0"
"301383801","","2","17193.43","225","600","1"
"301383803","","2","92821.49","660","1500","0"
"301383806","","1","58796.46","600","1200","3"
"301397207","","2","72933.52","3416.12","580.64","0"
"301397208","","1","73949.15","38.7","2097","0"
"301397209","","2","50666.89","2752.25","2037.96","0"
"301397210","","2","51332.52","2685.48","580.64","0"
"301397211","","2","54992.86","2130.96","580.64","0"
"301397212","","2","53192.98","1200","870.96","0"
"301397319","","1","48362.36","1800","1917","0"
"301397320","","1","37173.9","855","815.32","0"
"301397321","","2","40695.6","1979.03","1161.29","1"
"301397324","","2","31046.26","760.5","290.32","2"
"301397513","","1","49891.3","1050","1780.64","2"
"301397514","","1","15043.9","4061.12","2140.64","1"
"301397515","","1","99495.41","9908.03","2010","0"
"301397516","","1","59681.54","1800","1565.32","1"
"301397701","","1","124229.5","10800","4467","0"
"301397702","","1","44409.82","675","2370","0"
"301397704","","1","99224.1","3210","3195","0"
"301397705","","1","242225.4","3750","1560","1"
"301397706","","1","62237.68","4987.5","12000","2"
"301400001","","2","36263.46","1795.64","435.48","1"
"301400002","","2","55778.92","675","580.64","0"
"301400003","","2","20716.22","1515.96","580.64","0"
"301400004","","1","42497.79","4305","2183.12","1"
"301400005","","1","81018.88","8137.54","2208.29","0"
"301400006","","1","39238.5","3750","2154.96","1"
"301400219","","2","13546.19","210","145.16","0"
"301400220","","2","23517.72","3142.49","580.64","0"
"301400222","","2","39304.72","574.5","290.32","1"
"301400223","","2","15219.45","195","290.32","0"
"301400224","","2","13354.02","1800","1594.64","2"
"301400608","","1","107352.6","2050.5","2361","1"
"301400609","","1","46377.01","4500","1440","0"
"301400611","","2","30614.73","2025","900","1"
"301400612","","1","62655.71","2502","2586","0"
"301400713","","2","46861.44","2457.5","300","3"
"301400714","","2","66634.4","7590","1500","1"
"301400715","","2","15393.43","2291.5","1800","0"
"301400716","","2","42646.3","787.5","510","1"
"301400717","","1","98336.04","4650","4050","0"
"301400718","","1","28081.96","225","1050","0"
"360003207","","2","25030.28","735","435.48","0"
"360003208","","2","64780.04","678","290.32","2"
"360003209","","1","20614.48","1005","580.64","1"
"360003210","","1","89621.42","2041.38","2760.29","0"
"360003211","","1","91247.75","815.32","1747.64","1"
"360003212","","1","16403.2","3072.58","580.64","2"
"360003319","","1","19928.13","1676.25","2637.96","0"
"360003320","","2","23986.32","2176.5","290.32","0"
"360003321","","2","32681.48","1920","725.8","2"
"360003322","","2","54452.64","1145","1161.29","2"
"360003324","","2","25197.76","1126.5","435.48","2"
"360003513","","2","14904.63","195","58.06","0"
"360003514","","2","13687.24","627","232.25","0"
"360003515","","2","36366.03","2362.5","1428.29","3"
"360003516","","1","24587.46","1014","1312.16","0"
"360003517","","2","31028.2","375","1540.64","1"
"360003518","","2","16153.78","1189.5","290.32","0"
"360003703","","2","13096.71","327","960","0"
"360003704","","1","49229.48","4620","2460","0"
"360003705","","2","24422.23","450","600","0"
"360003706","","2","20942.78","2722.5","300","0"
"360004019","","2","37753.72","1260","1161.29","2"
"360004021","","2","175534.68","12081","2805","0"
"360004022","","2","27072.57","1050","1016.12","0"
"360004023","","2","38690.18","1905","1451.61","1"
"360004024","","2","22132.35","975","870.96","2"
"360004414","","1","131710.78","6400","4543.54","1"
"360004415","","2","20707.56","1020","290.32","0"
"360004416","","2","399098.86","2340","580.64","0"
"360004417","","2","22499.98","933","580.64","0"
"360004807","","2","15182.19","3172.5","1947","0"
"360004808","","2","16303.27","708","270","0"
"360004809","","1","119195.54","2940","1650","2"
"360004810","","2","72400.45","1782","3000","0"
"360004811","","1","30668.64","4710","1800","0"
"360004812","","1","47160.03","2367","3780","2"
"360004901","","2","35714.06","373.5","1845.96","0"
"360004902","","2","53289.64","1951.5","870.96","0"
"360004904","","2","47128.17","780","1063.64","0"
"360004906","","2","63229.41","3840.96","1016.12","0"
"360005213","","2","19228.64","2040","580.64","0"
"360005214","","2","24367.83","584.5","300","2"
"360005519","","2","93805.99","1050","1161.29","1"
"360005520","","2","48741.02","1306.2","580.64","0"
"360005522","","2","15702.33","130.5","290.32","0"
"360005524","","2","9610.61","2040.43","1180.64","0"
"360005603","","2","15368.84","1330.5","1200","1"
"360005604","","2","15678.68","285","300","0"
"360005606","","2","17168.85","1125","450","1"
"360005707","","2","8581.96","2997","300","0"
"360005709","","1","27269.99","2394","300","0"
"360005710","","2","8510.65","1158","900","0"
"360005711","","1","113605.56","2325","1050","1"
"360006301","","2","23510.28","1039.64","580.64","1"
"360006302","","2","18808.52","270","290.32","0"
"360006304","","2","54672.43","420","1480.64","0"
"360006305","","2","28707.52","570","1161.29","0"
"360006419","","2","29355.36","480","1161.29","0"
"360006420","","1","118827.1","525","5661.28","0"
"360006424","","1","22245.95","2285.07","725.8","1"
"360006817","","1","43511.4","975","2190","0"
"360006818","","1","26271.05","3682.5","1143","1"
"360006907","","2","43485.25","2947.5","580.64","0"
"360006908","","1","18792.1","8640","1720.64","0"
"360006911","","2","27433.1","945","580.64","1"
"360007213","","1","26818.74","577.5","1723.64","0"
"360007214","","2","100762.55","576","2322.58","0"
"360007216","","2","18218.13","375","435.48","0"
"360007217","","1","75090.88","5158.06","1140","0"
"360007218","","2","63356.34","2447.66","1161.29","1"
"360007520","","2","23835.48","1095.96","580.64","2"
"360007521","","2","18185.37","1105.64","870.96","1"
"360007522","","2","31916.98","412.5","1277.41","0"
"360007524","","2","15275.09","1154.41","580.64","0"
"360007601","","2","32712.62","1200","600","1"
"360007602","","2","24663.92","1332","600","1"
"360007603","","1","18452.45","5400","1740","0"
"360007604","","2","52527.39","3679.5","600","0"
"360007605","","2","63590.15","465","1200","1"
"360007606","","2","24767.2","1486.5","300","1"
"360007707","","2","15714.54","687","600","3"
"360007708","","1","25587.03","300","300","0"
"360007709","","2","32262.29","1470","600","0"
"360007710","","2","25128.15","1266","450","2"
"360007711","","2","34278.67","405","300","0"
"360007712","","2","22925.69","2280","1497","0"
"360010002","","2","52209.51","1741.93","580.64","1"
"360010003","","2","46853.53","1782.58","580.64","1"
"360010222","","2","21038.56","1741.93","290.32","0"
"360010716","","2","48090.6","1854","600","2"
"360013307","","2","8298.32","694.5","580.64","0"
"360013312","","2","34559.4","310","870.96","1"
"360013502","","1","89636.92","1312.5","1741.93","0"
"360013820","","2","23911.46","1500","600","0"
"360016301","","2","32446.67","300","290.32","0"
"360016302","","1","90637.06","4050","4102.93","4"
"360016305","","1","30625.84","1350","290.32","0"
"360016420","","1","51619.77","3314.51","2070.96","0"
"360016421","","2","33217.28","3142.5","2637.96","1"
"360016422","","1","131192.11","727.5","1740","2"
"360016423","","1","90399.14","4132.25","5225.8","0"
"360016814","","1","188360.64","4800","2634","0"
"360016815","","1","136622.93","6690","10800","1"
"360016816","","1","64373.13","600","1647","0"
"360016817","","1","100219.45","600","1467","0"
"360016907","","1","23745.32","2432.22","880.64","0"
"360016908","","2","80946.77","799.5","1451.61","0"
"360016909","","1","33358.69","2400","2380.64","3"
"360016911","","1","36360.18","937.5","2640.96","0"
"360016912","","1","50272.12","3016.93","2970.96","0"
"360022011","","2","60515.66","3851.61","870.96","3"
"360022012","","1","40405.31","3598.54","1720.64","0"
"360022405","","2","58649.88","300","290.32","2"
"360022613","","2","20873.55","3510","900","0"
"360022615","","2","39909.82","3000","300","1"
"360022616","","2","64710.17","2880","600","3"
"360022719","","2","14645.89","750","150","2"
"360022720","","2","37726.21","453","600","0"
"360022721","","2","52379.82","600","450","1"
"360022722","","2","44126.64","825","450","2"
"360022724","","2","11065.57","546","600","2"
"360024001","","2","108946.69","2700","6000","0"
"360024002","","2","93671.05","2364","1451.61","0"
"360024003","","2","14003.91","270","116.12","2"
"360024004","","2","42711.32","1800","290.32","0"
"360024004","","1","57957.01","1800","1505.8","3"
"360024220","","1","71328.23","2850","1534.64","2"
"360024221","","1","66032.55","1050","1720.64","2"
"360024222","","2","37871.18","4848.38","1161.29","2"
"360024608","","1","59877.03","2602.5","300","3"
"360024609","","2","50950.77","4575","900","2"
"360024611","","1","54545.89","4590","3597","1"
"360024612","","1","78688.5","450","2190","0"
"360024714","","2","38508.19","3600","1200","0"
"360024715","","2","75058.94","750","1200","2"
"360024716","","2","40918.01","2220","900","1"
"360024717","","2","47699.37","1140","600","1"
"360024718","","1","63516.38","315","1560","0"
"360029307","","2","14364.64","750","290.32","0"
"360029308","","1","26709.65","1192.25","580.64","0"
"360029310","","2","17514.01","495","290.32","1"
"360029311","","1","21067.31","1500","1780.64","0"
"360029501","","2","37819.17","404.51","290.32","3"
"360029502","","2","55371.11","4543.54","2811.29","0"
"360029503","","1","32219.19","2697.58","1035","2"
"360029504","","1","27833.09","1050","2316.29","1"
"360029819","","2","30046.61","1087.5","300","0"
"360029820","","1","79475.38","420","900","0"
"360029821","","1","223585.56","1603.5","5067","0"
"360029823","","2","43140.98","3240","600","1"
"360029824","","2","16157.24","675","300","0"
"360029913","","1","62755.21","1800","2331.29","3"
"360029915","","2","60066.46","1028.22","1451.61","0"
"360029916","","2","11572.77","1318.79","290.32","3"
"360029917","","2","45375.5","1078.25","290.32","0"
"360029918","","2","71973.77","2929.83","1451.61","1"
"360031008","","1","64403.12","5400","580.64","0"
"360031010","","2","67133.76","2475","580.64","2"
"360031011","","2","47628.66","2878.5","1454.32","0"
"360031012","","2","37928.03","4215","580.64","0"
"360031402","","2","84785.22","3600","1161.29","0"
"360031404","","2","146075.06","3750","2903.22","3"
"360031405","","1","127886.27","3750","3131.61","2"
"360031613","","2","49278.62","2970","600","0"
"360031614","","1","44739.32","5520","2100","0"
"360031615","","2","35409.82","1500","600","0"
"360031616","","2","32606.55","900","300","0"
"360031617","","2","21457.37","150","300","0"
"360031618","","1","85019.69","5265","2340","0"
"360031719","","1","83668.51","2500","1200","0"
"360031720","","1","131409.79","7708.5","6075","3"
"360031721","","1","59299.89","4500","1650","0"
"360031722","","1","49303.26","3090","600","0"
"360031723","","2","62680.81","1335","1800","4"
"360031724","","1","42344.25","2000","2067","1"
"360035201","","2","27757.98","648.38","3450","0"
"360035204","","1","72992.84","1227","2751.29","1"
"360035205","","1","45007.98","825","2277","1"
"360035313","","2","36500.13","200","580.64","1"
"360035314","","1","44021.73","900","900","0"
"360035315","","1","44440.94","839","1571.61","1"
"360035316","","1","87762.12","840.5","1881.93","1"
"360035317","","1","101442.79","170","1161.29","2"
"360035318","","1","102938.17","1273.5","562.5","1"
"360035507","","1","45410.23","975","580.64","0"
"360035508","","1","97499.64","600","2661.29","1"
"360035509","","1","35010.32","2331","987","0"
"360035510","","1","34420.57","5175","1500","2"
"360035511","","2","97826.06","1215.5","1306.45","0"
"360035921","","2","80496.79","1200","1800","0"
"360035922","","2","54230.36","1300.5","580.64","2"
"360035923","","2","65179.64","1810","580.64","1"
"360035924","","1","165087.99","4260","9501.29","0"
"360036013","","1","27801.53","4050","1457.32","2"
"360036014","","2","28592.8","3200.08","580.64","2"
"360036016","","1","131611.12","13306.45","3600","2"
"360036017","","1","54660.32","840","1747.64","3"
"360036018","","1","64438.98","4057.25","3241.93","0"
"360036407","","1","159678.67","2250","1738.64","2"
"360036408","","2","46767.17","612","145.16","0"
"360036409","","2","182121.94","300","900","0"
"360036410","","2","33339.43","450","290.32","0"
"360036619","","2","61967.2","3600","2100","2"
"360036623","","2","98099.87","480","897","0"
"360036802","","2","59074.23","1200","390","0"
"360036803","","2","76962.91","6450","1500","1"
"360036805","","1","71803.27","675","1080","0"
"360037207","","1","42799.3","805.48","1033.46","1"
"360037208","","1","86148.79","250","2420.08","0"
"360037209","","1","202415.76","600","657.5","0"
"360037211","","2","12201.23","86","290.32","0"
"360037212","","1","80069.39","51","580.64","1"
"360037319","","1","116335.67","961.5","1740","1"
"360037321","","1","46914.83","3840","1140","0"
"360037322","","1","52483.41","855","1236","1"
"360037513","","2","15458.07","570","290.32","1"
"360037515","","1","38553.94","11250","290.32","1"
"360037517","","1","74172.64","4836.76","5244.19","2"
"360037518","","1","35621.36","345","2380.64","0"
"360037701","","1","143260.28","6000","9000","0"
"360037703","","2","185554.42","6390","900","0"
"360037704","","2","30680.07","360","600","2"
"360037705","","2","42786.88","750","1800","0"
"360037706","","1","31524.59","1500","2280","0"
"360038019","","2","57849.9","1800","580.64","2"
"360038020","","2","49733.51","2765.32","2634","0"
"360038021","","2","53157.41","900","580.64","2"
"360038023","","2","83127.34","600","580.64","0"
"360038024","","2","86757.52","3290.32","1161.29","3"
"360038413","","2","54598.72","645","1365","0"
"360038414","","2","24578.8","420","290.32","2"
"360038415","","2","86862.51","750","4050","0"
"360038416","","2","63875.33","1179","1741.93","0"
"360038417","","2","41698.59","450","870.96","0"
"360038418","","2","41086.95","1200","725.8","0"
"360038807","","1","50409.82","6771","1560","0"
"360038808","","2","44262.27","900","2190","1"
"360038809","","2","35431","3643.5","2100","0"
"360038811","","2","154681.82","3570","2550","0"
"360038812","","1","119039.58","6300","3750","0"
"360038901","","2","63010.24","1595.8","870.96","0"
"360038903","","2","14917.49","505.5","580.64","0"
"360038904","","2","71882.71","450","580.64","0"
"360038905","","2","37663.04","480","580.64","0"
"360038906","","2","62596.8","996","1741.93","2"
"360050202","","2","24000.13","420","290.32","2"
"360050204","","2","15148.83","300","522.58","0"
"360050221","","2","11904.39","1022","348.38","0"
"360050225","","2","40393.27","1239.5","191.61","0"
"360050312","","2","34687.98","900","600","0"
"360050510","","2","30082.1","330","725.8","2"
"360050920","","2","59198.96","2903.22","580.64","2"
"360058013","","2","15181.8","550.5","580.64","3"
"360058014","","2","49615.16","4164.42","638.7","0"
"360058015","","2","20213.5","337.5","667.74","0"
"360058016","","2","25042.31","790.5","1161.29","1"
"360058017","","2","21346.6","315","580.64","1"
"360058018","","2","67484.21","2719.59","435.48","0"
"360058408","","1","73284.37","870","2419.54","0"
"360058411","","2","27342.99","139.35","870.96","0"
"360058428","","2","87980.35","3020.22","1016.12","0"
"360058623","","2","24983.58","1080","300","2"
"360058801","","2","24744.7","3235.5","1467","1"
"360058802","","2","31424.31","918","600","1"
"360058803","","2","26629.71","870","300","0"
"360058805","","2","31928.23","472.5","750","1"
"360061211","","2","41090.72","511.5","870.96","0"
"360061213","","2","132186.31","3780","1161.29","0"
"360061214","","2","201218.79","3270.96","1451.61","3"
"360061516","","2","28582.53","615","580.64","1"
"360061517","","2","14845.57","97.5","580.64","0"
"360061519","","2","25018.44","2752.25","290.32","0"
"360061520","","2","39457.34","690","290.32","3"
"360061601","","2","57956.09","270","450","0"
"360061602","","2","31077.02","1608","750","0"
"360061604","","2","25515.02","322.5","300","0"
"360061605","","2","22450.77","1359","750","2"
"360064206","","2","43343.52","1115.7","1380","0"
"360064208","","2","262541.44","5664.38","870.96","0"
"360064209","","2","17149.06","1048.3","580.64","0"
"360064221","","2","19505.65","700","1180.64","2"
"360064222","","2","12772.58","435","580.64","0"
"360064223","","2","34191.62","812.9","870.96","0"
"360064316","","2","15039.02","1575","580.64","0"
"360064319","","2","33424.95","487.5","580.64","1"
"360064320","","2","13875.82","295.5","290.32","1"
"360064701","","2","56286.85","6050","2700","0"
"360064702","","2","49937.66","3079","300","0"
"360064704","","2","44616.37","2780.5","2400","1"
"360064705","","2","40829.49","1240.5","600","2"
"360077411","","2","26109.39","2327.41","1200","0"
"360077413","","2","91889.02","751.5","1887.09","0"
"360077414","","2","51929.06","730.5","1200","0"
"360077415","","2","43480.55","2407.25","1490.32","1"
"360077807","","2","17827.86","1200","300","3"
"360077808","","2","17060.65","1485","750","2"
"360077809","","2","25925.74","415.5","300","0"
"360077810","","2","35901.62","1695","300","0"
"360077901","","2","21781.18","984","290.32","0"
"360077903","","2","33920.39","1320","1200","2"
"360077904","","2","27757.36","735","435.48","1"
"360077905","","2","33284.21","663","580.64","2"
"360082213","","2","19544","285","580.64","0"
"360082218","","2","40408.5","1654.83","205.16","0"
"360082524","","2","20766.22","1932","580.64","1"
"360082601","","2","33196.69","295.71","450","0"
"360082602","","2","57049.14","390","300","0"
"360082604","","2","22622.94","252.85","600","0"
"360082605","","2","55842.11","278.57","900","0"
"360082606","","2","55288.49","325","900","0"
"360084301","","1","33833.59","1800","1200","1"
"360084302","","2","19607.02","833.32","580.64","0"
"360084303","","2","10502.1","740.32","174.19","2"
"360084305","","2","13443.19","510","290.32","0"
"360084306","","2","23716.69","1350","580.64","2"
"360084420","","1","41561.87","4178.95","1450.64","0"
"360084421","","2","43616.2","6250.64","580.64","1"
"360084422","","1","17709.47","996","290.32","0"
"360084423","","1","49786.23","2250","2348.61","2"
"360084424","","2","22866.03","937.5","290.32","1"
"360084813","","2","45811.46","504","1230","1"
"360084815","","1","90245.87","8064","2400","2"
"360084817","","2","17704.91","450","600","0"
"360084818","","2","36934.38","877.5","1200","3"
"360084907","","2","69029.61","1050","580.64","0"
"360084908","","2","21963.52","1743","580.64","1"
"360084910","","2","48360.79","3045","2070.96","0"
"360084911","","2","36855.16","900","580.64","1"
"360084912","","2","38257.55","1779","290.32","3"
"360085001","","2","32487.51","870.96","1161.29","1"
"360085002","","2","28680.36","580.64","1161.29","2"
"360085003","","2","38496.13","916.5","580.64","1"
"360085004","","1","181274.87","1200","2304.29","0"
"360085005","","2","210031.73","2554.83","1161.29","0"
"360085216","","2","172798.05","825","900","0"
"360085218","","1","56622.82","1509","5643","0"
"360085219","","1","65226.32","1410","2869.64","0"
"360085220","","1","54692.18","7927.5","1799.8","0"
"360085222","","1","92325.77","1500","4180.64","0"
"360085223","","2","17456.97","795","580.64","0"
"360085224","","1","38584.02","558","2024.32","0"
"360085225","","2","57041.15","2100","2625","0"
"360085608","","2","37819.64","3426","1200","2"
"360085610","","1","18934.42","975","1746","1"
"360085712","","2","147971.98","3775.5","1290","0"
"360085713","","2","171747.44","3612","1584","0"
"360085714","","1","55869.54","4134","1770","0"
"360085715","","1","24688.51","3150","2700","1"
"360087307","","1","53618.21","1453.5","2884.93","0"
"360087308","","2","53775.81","1668","2220.96","0"
"360087309","","1","67821.06","7770","2519.8","2"
"360087310","","2","27391.03","1177.5","290.32","1"
"360087311","","2","47450.03","2304","870.96","2"
"360087312","","1","47358.05","975","1659.48","0"
"360087501","","1","39929.01","363","1660.64","0"
"360087502","","1","46159.69","819.5","4343.22","1"
"360087503","","1","80719.08","1978.5","3351.29","0"
"360087504","","2","30210.07","607.5","435.48","0"
"360087505","","1","96753.14","1050","3150.96","0"
"360087820","","1","51410.5","1650","4500","0"
"360087821","","1","138344.23","1650","5040","0"
"360087822","","2","109940.43","1350","1200","0"
"360087823","","2","40770.48","1350","867","1"
"360087913","","1","125882.76","1050","1590.48","0"
"360087914","","1","156027.07","8167.74","3861.29","1"
"360087916","","1","43553.1","3385.59","2400.96","0"
"360095304","","2","61269.34","1741.93","580.64","0"
"360095417","","1","91547.8","2880","3803.22","2"
"360095419","","2","60657.32","600","290.32","1"
"360095420","","2","127606.47","450","290.32","0"
"360095812","","2","71936.73","240","900","0"
"360095813","","2","43865.98","367.5","450","1"
"360095815","","2","34177.3","762","600","1"
"360121001","","2","75841.19","1795.64","1161.29","2"
"360121002","","2","26176.02","2452.25","580.64","0"
"360121003","","2","31544","1608.14","870.96","0"
"360121004","","2","13443.18","435","290.32","1"
"360121006","","2","90974.92","453","1161.29","0"
"360121219","","2","47415.59","240","870.96","0"
"360121221","","2","39102.11","420","870.96","1"
"360121222","","2","14200.12","300","580.64","0"
"360121223","","2","36656.01","300","1161.29","3"
"360121224","","2","19918.36","270","1161.29","3"
"360121607","","2","46439.98","3060","600","0"
"360121610","","2","55913.09","2853","600","1"
"360121612","","2","47522.92","1800","300","0"
"360121713","","2","6422.94","2475","450","0"
"360121714","","2","28868.84","1434","1800","1"
"360121718","","2","23154.09","691.5","300","0"
"360122007","","2","51768.87","5128.37","1161.28","1"
"360122008","","1","39850.86","933","580.64","0"
"360122011","","2","48043.62","1170","3300","2"
"360122012","","2","26983.57","1642.69","435.48","0"
"360122403","","2","30309.43","162","290.32","0"
"360122613","","2","42147.52","3504","900","0"
"360122614","","2","9221.3","157.5","450","0"
"360122618","","2","78378.62","2955","1200","3"
"360122719","","2","25770.47","525","600","1"
"360122720","","2","59787.22","345","1800","2"
"360122721","","2","47135.4","2949","600","1"
"360122722","","2","20412.97","675","150","2"
"360122723","","2","7627.86","348","150","0"
"360122724","","2","31363.66","210","600","0"
"360128202","","2","55372.3","1741.93","870.96","2"
"360128312","","2","79598.22","1985.8","2850","0"
"360128508","","2","36146.71","60","1741.93","1"
"360129306","","2","81154.51","2216.12","567","0"
