"folioviv","","conex_inte","ing_cor","energia","comunica","menores"
"1561875911","","2","25003.01","348.04","435.48","3"
"1561875912","","2","19180.43","126","290.32","1"
"1561875914","","2","11421.06","970.64","1190.32","0"
"1561893007","","2","56991.25","2878.05","2903.22","2"
"1561893009","","2","12013.66","348.38","145.16","1"
"1561893010","","2","86693.24","770.51","1775.8","0"
"1561893401","","1","135261.4","1535.22","3462.58","2"
"1561893402","","2","33849.39","2249.99","290.32","0"
"1561893403","","2","40433.07","1899.43","435.48","0"
"1561893404","","2","13370.59","1314.19","290.32","0"
"1561893405","","2","30761.55","5080.64","174.19","2"
"1561893614","","2","32531.42","675","600","2"
"1561893615","","1","18452.45","1620","1500","0"
"1561893616","","2","77026.47","345","2250","1"
"1561893617","","2","20916.39","600","360","2"
"1561893719","","2","27187.55","915","360","2"
"1561893720","","2","26821.17","1020","300","2"
"1561893721","","2","24686.55","2158.5","300","2"
"1561893722","","2","17858.06","2220","150","1"
"1561893723","","2","24091.64","825","360","1"
"1561893724","","2","25944.54","1920","600","4"
"1561910311","","1","72037.83","1805.61","4947","1"
"1561910313","","1","63042","292.5","163.63","3"
"1561910314","","1","268416.67","375","5070","2"
"1561910315","","1","55076.08","2094.43","4107","2"
"1561910506","","1","126306.07","2997.58","1180.64","0"
"1561910507","","2","139659.32","2126.61","580.64","2"
"1561910508","","1","108201.91","1648.5","5397","2"
"1561910509","","1","35400.42","2772.58","580.64","3"
"1561910510","","1","114724.73","1751.61","900","1"
"1561910917","","1","177905.39","364.5","3840.32","1"
"1561910920","","1","273963.3","387","4800","0"
"1561912010","","2","30336.19","1418.31","435.48","0"
"1561912011","","2","73148.63","1948.83","1335.47","2"
"1561912012","","1","284662.85","1994.51","3551.61","0"
"1561912014","","2","33656.45","1337.89","1016.12","1"
"1561912405","","1","23008.66","300","1345.16","1"
"1561912406","","2","94356.39","555","450","0"
"1561912407","","2","22693.42","112.5","580.64","1"
"1561912408","","2","22739.81","150","290.32","2"
"1561912409","","2","41862.43","1150.16","290.32","1"
"1561912422","","2","48696.79","1380.24","435.48","2"
"1561912423","","2","70147.32","2512.01","725.8","1"
"1561912424","","2","16551","1074.19","145.16","1"
"1561912425","","2","50521.13","1074.19","348.38","2"
"1561912615","","2","23070.49","1320","300","0"
"1561912617","","2","29828.83","1320","270","1"
"1561912803","","1","65355.72","2505","2970","0"
"1561912804","","2","41385.22","1890","1350","0"
"1561944204","","2","31962.74","990.96","145.16","1"
"1561944205","","2","31642.73","1296.28","435.48","2"
"1561944221","","2","25144.07","1412.22","290.32","3"
"1561944222","","2","41953.61","1504.16","870.96","1"
"1561944225","","2","38111.02","1609.74","580.64","2"
"1561944311","","2","9563.04","187.5","725.8","0"
"1561944312","","2","16964.93","359.75","290.32","1"
"1561944313","","2","15053.21","112.5","580.64","0"
"1561944315","","2","43526.37","1074.19","1741.93","4"
"1561944506","","2","25122.98","1417.74","87.09","0"
"1561944507","","2","17341.47","1277.22","377.41","1"
"1561944508","","2","17491.9","683.31","435.48","1"
"1561944509","","2","21472.02","440.32","290.32","1"
"1561944510","","2","23259.7","450","522.58","4"
"1561944916","","2","10518.48","888.14","145.16","1"
"1561944919","","2","26802.11","1320.29","725.8","1"
"1561944920","","2","33326.64","648.38","580.64","3"
"1562013011","","2","28421.61","375","290.32","0"
"1562013012","","2","45680.14","3254.74","870.96","1"
"1562013015","","2","49843.95","2669.02","290.32","0"
"1562013407","","2","13302.66","172.5","145.16","3"
"1562013409","","2","20984.46","438.57","580.64","0"
"1562013421","","2","39256.7","770.31","580.64","2"
"1562013422","","2","44988.63","1050.96","580.64","1"
"1562013423","","2","26061.94","1356.29","580.64","2"
"1562013425","","2","65185.28","1267.15","1161.29","1"
"1562013616","","2","28372.09","240","270","1"
"1562013619","","2","12049.16","270","60","3"
"1562013801","","2","35267.16","946.5","300","2"
"1562013802","","2","21713.1","1191","300","3"
"1562013803","","2","41473.2","2650.5","60","4"
"1562046207","","2","13636.24","90","87.09","2"
"1562046208","","2","11673.9","401.03","290.32","0"
"1562046315","","2","24890.08","210","290.32","1"
"1562046316","","2","10944.93","75","145.16","3"
"1562046317","","2","29065.38","375","290.32","1"
"1562046319","","2","25762.29","675.48","203.22","2"
"1562046512","","2","29633.39","2332.25","8709.67","0"
"1562046701","","2","26177.17","420","900","3"
"1562046703","","2","19043.23","105","300","0"
"1562046704","","2","14402.43","195","300","1"
"1562062206","","2","24930.84","1461.29","1161.29","0"
"1562062209","","2","30146.52","929.03","1277.41","0"
"1562062221","","2","42835.39","1161.29","580.64","2"
"1562062222","","1","43686.28","734.5","435.48","3"
"1562062223","","2","20595.24","1103.22","290.32","1"
"1562062225","","2","38664.21","435.48","290.32","1"
"1562062316","","2","84311.85","1010.8","1800","1"
"1562062317","","2","21067.3","14.51","87.09","0"
"1562062318","","2","85294.03","1074.19","1741.93","2"
"1562062319","","2","64335.77","1074.19","1284","0"
"1562062511","","2","36607.09","725.8","377.41","1"
"1562062515","","2","42374.93","870.96","1161.29","0"
"1562062701","","2","34272.13","1230","600","0"
"1562062702","","2","44664.79","1140","600","0"
"1562073016","","2","43250.15","2019.18","870.96","1"
"1562073017","","2","19379.91","1606.44","145.16","0"
"1562073018","","2","21623.63","1531.93","290.32","1"
"1562073019","","2","25892.34","1380.48","290.32","2"
"1562073021","","2","29032.56","1457.22","870.96","0"
"1562073411","","2","16886.03","84","145.16","0"
"1562073422","","2","43836.33","1149.19","580.64","3"
"1562073807","","2","17163.93","1419","300","1"
"1562073809","","2","11645.88","1717.5","600","1"
"1562073810","","2","14645.53","1335","600","1"
"1562073902","","2","70366.98","2384.94","870.96","1"
"1562073905","","2","24534.99","120","145.16","0"
"1562085017","","2","48845.16","1806.75","1161.28","2"
"1562085018","","2","33981.13","1058.46","290.32","0"
"1562085019","","1","31045.56","2791.92","2070.96","0"
"1562085020","","2","27719.48","216","290.32","0"
"1562085412","","1","47178.18","1672.25","2361.29","0"
"1562085413","","2","24137.39","1073.46","1180.64","1"
"1562085414","","2","31886.07","1611.29","290.32","2"
"1562085415","","1","54997.48","2061.29","1780.64","1"
"1562085421","","2","15439.08","830.8","290.32","1"
"1562085422","","1","36763.24","1461.29","1885.64","0"
"1562085423","","2","29845.5","1085.8","1427.32","0"
"1562085424","","1","69567.73","1936.93","1430.32","0"
"1562085425","","1","29376.32","1674.19","1490.32","0"
"1562085426","","2","139760.04","6856.45","2032.25","3"
"1562085806","","2","34392.77","1582.5","1200","2"
"1562085807","","1","48614.74","375","2673","1"
"1562085808","","2","37457.82","1314","1650","0"
"1562085809","","2","36278.15","1284","600","3"
"1562085810","","1","46721.28","255","1350","2"
"1562085901","","2","31255.89","1874.03","2032.25","1"
"1562085902","","2","49035.09","3014.99","1741.93","1"
"1562085903","","2","25079.25","1507.25","1161.28","3"
"1562085904","","1","45296.59","1387.25","1180.64","0"
"1562085905","","2","24118.84","1416.29","290.32","0"
"1562125213","","1","26717.75","1911.29","1350","3"
"1562125222","","2","50849.29","1219.35","348.38","2"
"1562125223","","2","32995.71","1219.35","580.64","0"
"1562125224","","1","73207.83","1504.83","1200","2"
"1562125226","","1","49066.1","1233.87","290.32","0"
"1562125227","","2","35787.43","1233.87","1161.29","0"
"1562125516","","2","23748.45","385.45","290.32","1"
"1562125517","","2","22223.29","1524.19","290.32","1"
"1562125518","","2","36267.72","725.8","1161.28","1"
"1562125601","","2","48583.04","600","300","0"
"1562125602","","2","16032.78","645","300","1"
"1562125706","","2","44574.89","2220","1500","1"
"1562125707","","2","21141.87","1302","900","2"
"1562125709","","2","19745.89","1200","300","2"
"1562125710","","2","22081.95","1200","600","1"
"1562148301","","2","15262.23","1751.61","300","0"
"1562148302","","2","4039.97","75","145.16","0"
"1562148303","","2","26060.4","580.64","870.96","2"
"1562148417","","2","45255.5","708.38","290.32","4"
"1562148418","","2","21713.29","405","145.16","0"
"1562148420","","2","23889.36","1274.27","870.96","3"
"1562148813","","2","25059.7","336","300","1"
"1562148814","","2","20409.8","1830","300","2"
"1562148816","","2","19475.39","1509","300","0"
"1562148906","","2","15156.41","450","150.96","1"
"1562148907","","2","6118.32","195","58.06","4"
"1562148908","","2","10980.7","354.67","145.16","1"
"1562148909","","2","15166.02","513.87","150.96","0"
"1562148911","","2","12001.02","270","145.16","2"
"1562168001","","2","21929.81","444.82","290.32","4"
"1562168002","","2","19484.63","81","232.24","3"
"1562168003","","2","69557.44","1586.37","2032.25","1"
"1562168004","","2","49638.23","2668.54","580.64","0"
"1562168219","","2","34875.68","566.51","290.32","3"
"1562168222","","2","15249.6","207","145.16","0"
"1562168224","","2","46691.54","220.5","1741.93","3"
"1562168225","","2","12867.85","375","145.16","3"
"1562168606","","2","22942.61","1537.5","360","2"
"1562168608","","2","34367.21","162","600","1"
"1562168609","","2","20462.16","924","600","1"
"1562168609","","2","33196.72","1980","450","1"
"1562168610","","2","64407.49","2175","1500","0"
"1562168610","","2","21098.36","975","300","3"
"1562168611","","2","55235.34","4354.5","900","1"
"1562168713","","2","42282.29","168","150","1"
"1562168714","","2","35151.79","204","600","1"
"1562168715","","2","51431.82","910.5","600","2"
"1562168716","","2","38063.7","778.5","150","2"
"1562231215","","1","41171.26","3362.9","1800","2"
"1562231217","","1","34298.15","1611.29","1155","0"
"1562231520","","1","94062.9","1533.87","2500.45","2"
"1562231521","","2","24193.95","1376.37","1660.64","0"
"1562231522","","2","46449.02","1233.87","1240.64","3"
"1562231523","","1","25906.31","1233.87","1855.64","0"
"1562231524","","2","64258.29","1390.64","1161.29","1"
"1562231524","","2","25140.71","1233.87","1306.44","1"
"1562231601","","2","8154.5","81","120","0"
"1562231602","","1","37632.77","1875","1740","1"
"1562231603","","2","60159.31","3567","750","0"
"1562231604","","1","51934.39","1245","1290","1"
"1562231605","","2","26065.57","1500","300","0"
"1562231606","","2","22647.53","225","675","0"
"1562231707","","2","22204.91","1275","300","1"
"1562231708","","1","36260.62","2490","1167","1"
"1562231710","","2","20459.01","1260","300","2"
"1562231712","","2","31273.74","1200","600","0"
"1562235301","","2","13087.7","1320.96","580.64","1"
"1562235302","","2","18773.55","2443.74","576","0"
"1562235303","","1","106780.28","955.64","2808.29","0"
"1562235304","","2","79771.62","2070.96","435.48","0"
"1562235306","","2","32187.93","210","1123.64","0"
"1562235419","","1","42854.99","2296.93","2361.29","0"
"1562235420","","2","32869.56","790.64","580.64","0"
"1562235421","","1","94256.21","1992.57","2661.29","1"
"1562235422","","2","36274.28","620.32","290.32","1"
"1562235424","","2","25514.6","1572.58","290.32","1"
"1562235813","","2","43927.85","1500","900","0"
"1562235816","","1","32669.76","2175","3000","0"
"1562235817","","2","67613.22","1665","600","1"
"1562235818","","1","43131.13","1362","1650","1"
"1562235907","","1","37126.56","1631.61","6087.09","1"
"1562235909","","2","12810.79","1472.89","290.32","0"
"1562235910","","2","42450.99","1959.67","580.64","1"
"1600061803","","1","54815.33","2475","1767","1"
"1600061804","","1","218692.23","930","3267","0"
"1600061805","","2","33655.48","568.5","450","0"
"1600061806","","1","42457.72","2745","1500","0"
"1600084601","","2","61795.3","2586","1800","3"
"1600084602","","1","36382.57","180","810","0"
"1600084603","","1","78983.59","2355","3150","3"
"1600084604","","2","18855.11","735","450","1"
"1600084605","","2","22804.2","501","450","0"
"1600084605","","2","22693.16","1110","300","0"
"1600084605","","2","20613.56","960","450","0"
"1600084606","","1","41365.06","2139","2550","1"
"1600105401","","1","46247.68","2375.8","1451.61","1"
"1600105402","","2","31264.09","1715.7","2501.6","1"
"1600105403","","1","23913.17","925.64","954.19","1"
"1600105404","","2","15332.28","1299.19","29.03","0"
"1600105405","","2","36587.16","1033.3","2090.32","0"
"1600105405","","1","13086.3","2041.93","290.32","1"
"1600120002","","2","37862.45","1624.83","870.96","1"
"1600120003","","2","26472.99","420","522.58","0"
"1600120004","","1","33529.87","225","4410","0"
"1600120005","","2","15821.39","295.5","870.96","0"
"1600120006","","1","74668.88","264","1345.16","1"
"1600289601","","2","17163.66","90","600","0"
"1600289602","","2","42807.03","1155","1680","0"
"1600289603","","2","37032.12","870","750","0"
"1600289604","","1","52424.68","630","900","0"
"1600289606","","1","39628.35","3765","1944","0"
"1600290701","","1","83311.41","1125","3600","0"
"1600290702","","1","50458.99","2530.5","1470","0"
"1600290703","","2","40121.59","2460","1200","0"
"1600290705","","2","49452.89","2070","1560","0"
"1600351703","","2","43155.71","1170","180","2"
"1600351705","","1","36319.65","345","1947","2"
"1600351706","","1","50476.48","1200","1800","0"
"1600363203","","1","22919.83","1045.5","1200","0"
"1600363206","","1","64725.52","4590","3091.93","3"
"1600423201","","1","107178.36","1778.22","1700.32","0"
"1600423205","","1","37621.71","2041.5","1077","0"
"1600423206","","1","37328.66","246","1350","0"
"1600435501","","1","87003.04","2150.8","2236.45","0"
"1600435502","","1","55895.05","1940.8","1480.64","0"
"1600435504","","1","34564","1596.77","1140","3"
"1600435506","","1","47473.72","2133.87","1800","0"
"1600464204","","2","52233.06","1180.64","870.96","1"
"1600464205","","1","83062.08","390","2199","0"
"1600464206","","1","148455.63","1350","3600","0"
"1600477301","","2","50698.33","2051.61","1200","0"
"1600477304","","1","124409.52","3747.58","5733.87","0"
"1600477305","","2","27929.34","135","870.96","0"
"1600477306","","2","21521.72","2251.93","870.96","0"
"1600525501","","1","42459.71","3858.87","2158.06","0"
"1600525502","","2","16914.11","37.5","580.64","0"
"1600525503","","1","168656.52","2404.83","6200.31","4"
"1600525504","","2","182644.41","1350","2156.12","2"
"1600525506","","2","39602.66","1775.8","580.64","1"
"1600576301","","1","50068.48","2435.8","2670.96","0"
"1600576302","","1","14673.91","285","1607.32","0"
"1600576304","","1","26296.09","1841.61","2301.29","0"
"1600576305","","1","33148.91","204","1747.64","0"
"1600576306","","1","59050.63","1961.37","2206.45","2"
"1600589901","","1","61947.88","600","4770.96","1"
"1600589902","","1","19796.36","120","1005.48","0"
"1600589902","","1","31727.18","127.5","2835","0"
"1600589903","","1","61507.56","2995.15","2020.64","2"
"1600589905","","1","124161.4","1992.62","1800","0"
"1600602903","","1","157723.41","2351.61","4993.54","0"
"1600602904","","2","16760.34","978.14","290.32","2"
"1600602905","","2","36377.09","910.83","580.64","0"
"1600602905","","2","73953.62","1147.73","580.64","0"
"1600602906","","1","86316.75","1543.45","2845.16","0"
"1600624801","","2","32394.39","330","600","3"
"1600624802","","1","149274.9","1740","25200","0"
"1600624803","","1","91743.42","1233","2697","0"
"1600624804","","2","63362.36","202.5","900","0"
"1600624805","","1","25240.69","105","3600","0"
"1600624805","","1","32199.59","705","600","0"
"1600624805","","1","15660.37","105","750","0"
"1600624806","","1","29062.1","2100","1345","0"
"1600628401","","1","46004.15","2041.93","2320.64","0"
"1600628402","","1","37584.49","330","1920.96","0"
"1600628403","","1","49182.05","2396.84","4200","2"
"1600628404","","1","17187.21","339","290.32","0"
"1600628405","","2","26888.32","226.5","969","1"
"1600628406","","2","38230.32","2345.8","145.16","0"
"1600646001","","2","12233.48","1287.09","290.32","0"
"1600646002","","1","84650.86","1683.86","1720.64","3"
"1600646004","","1","40729.87","2076.77","2405.8","0"
"1600646006","","2","22313.74","1025.8","290.32","1"
"1600709801","","1","87211.96","258","2667","2"
"1600709802","","2","27249.33","540","567","1"
"1600709803","","1","39309.66","255","750","0"
"1600709804","","1","104882.35","420","4167","2"
"1600709806","","1","98163.89","6375","8667","0"
"1600730601","","2","67286.86","237","540","1"
"1600730602","","2","46052.41","375","1170","2"
"1600730603","","2","63098.32","1953","3000","0"
"1600730604","","1","145370.97","195","1674","0"
"1600740401","","2","39884.13","120","290.32","1"
"1600740401","","2","40148.04","150","580.64","0"
"1600740404","","1","102688.93","1838.7","2361.29","0"
"1600819501","","1","50869.56","570","2670.96","1"
"1600819502","","2","163505.23","450","2975.22","0"
"1600819503","","1","162833.07","450","1800","0"
"1600819504","","1","245054.33","600","8617.74","0"
"1600819505","","1","147535.08","348","3621.29","0"
"1600819506","","1","170272.59","240","3992.9","0"
"1600851701","","1","166031.06","2227.5","2577","0"
"1600851702","","2","21553.24","420","600","0"
"1600851703","","2","52175.48","2175","720","0"
"1600851705","","1","85847.82","2430","2202","0"
"1600864302","","1","69646.69","375","1457.32","0"
"1600864303","","1","72914.32","174","2958.29","0"
"1600864304","","2","91213.01","375","1761.29","1"
"1600864306","","2","17853.24","180","580.64","0"
"1600879901","","2","97735.74","450","580.64","0"
"1600879903","","2","98748.06","2547.58","580.64","0"
"1600879904","","1","22669.82","1043.46","1125","0"
"1600879906","","1","46246.49","3851.61","3120.96","0"
"1600902801","","1","31554.85","375","1767","0"
"1600902803","","1","56931.77","150","1500","0"
"1600902803","","1","13523.83","300","600","0"
"1600902805","","1","175975.43","2115","4200","0"
"1600909201","","1","142734.41","450","3401.61","0"
"1600909202","","2","29259.67","916.64","1161.29","0"
"1600909203","","1","56729.71","375","1953.96","1"
"1600909205","","2","61719.84","2092.74","580.64","0"
"1600909206","","1","168543.63","1000.64","3503.22","0"
"1600919501","","2","30815.21","225","290.32","0"
"1600919502","","2","14241.5","1892.32","290.32","0"
"1600919503","","1","49206.5","297","4180.64","0"
"1600919504","","2","34997.27","705.48","1161.29","1"
"1600919505","","1","179706.97","2167.25","1780.64","0"
"1600919506","","1","78030.52","2029.83","3984","1"
"1600931301","","1","87630.81","664.35","3247.64","0"
"1600931302","","1","55805.81","375","2274","0"
"1600931303","","1","43504.8","450","2046.77","2"
"1600931304","","1","54857.36","60","960","0"
"1600931304","","1","5465.03","60","500.32","0"
"1600931304","","1","24689.56","60","510","0"
"1600931304","","1","11144.94","60","500.32","0"
"1600931306","","2","85372.12","180","870.96","0"
"1600938401","","1","45656.35","1440.96","1140","0"
"1600938402","","1","37297","232.5","1430.32","0"
"1600938403","","1","143810.61","2105.8","4467","0"
"1600938404","","1","147312.94","3672.58","5384.51","1"
"1600938406","","1","49796.62","1105.64","1386","0"
"1600967901","","2","46323.92","1731.96","684","0"
"1600967902","","2","53010.46","180","600","1"
"1600967906","","1","60509.58","1320.96","2070.96","0"
"1601048801","","1","76051.28","270","1800","3"
"1601048802","","1","40303.25","330","1320","2"
"1601048803","","2","35394.35","300","1170","0"
"1601048804","","1","53003.3","300","2040","1"
"1601048805","","1","88835.15","1275","4740","0"
"1601048806","","1","83381.26","409.5","2538","0"
"1601131401","","1","51264.8","202.5","1457.32","1"
"1601131402","","1","57209.85","1458.62","1897.64","3"
"1601131404","","2","27777.06","450","974.32","0"
"1601131405","","1","37958.24","450","1490.32","1"
"1601143001","","1","41856.1","2037.08","1510.64","3"
"1601143002","","1","75852.7","1678.06","2687.8","0"
"1601143005","","2","26437.46","327","290.32","1"
"1601157601","","2","28426.22","372","1797","0"
"1601157602","","1","23945.9","1962","750","1"
"1601157602","","1","19022.53","270","750","1"
"1601157604","","1","46795.07","429","1347","1"
"1601157606","","1","33590.15","345","1200","0"
"1601176002","","2","15242.8","1273.79","435.48","3"
"1601176003","","2","18470.61","1046.12","580.64","1"
"1601176004","","2","54686.32","2068.05","290.32","1"
"1601176006","","1","32814.49","1918.83","1556.32","0"
"1601228601","","2","21792.87","1320","60","0"
"1601228603","","1","29823.42","487.5","2250","1"
"1601228604","","2","30368.84","720","900","0"
"1601228606","","2","44237.67","285","600","1"
"1601311701","","2","31384.56","585","180","1"
"1601311702","","1","14552.45","255","300","0"
"1601311705","","1","20974.02","555","600","2"
"1601344701","","1","72432.75","562.5","2205","0"
"1601344702","","2","43462.6","375","2400","0"
"1601344702","","2","35409.83","187.5","450","0"
"1601344705","","2","29606.54","330","9750","0"
"1601344706","","1","42440.15","487.5","900","0"
"1601370001","","1","93919.33","2300.12","3222.58","2"
"1601370002","","1","21740.61","762.57","2264.51","0"
"1601370004","","2","36410.27","405","1016.12","0"
"1601370006","","1","16901.01","270","735.48","1"
"1601394202","","2","57476.55","12288","232.25","1"
"1601394203","","2","28908.73","1955.8","600","0"
"1601394204","","1","32625.98","928.5","1974.19","0"
"1601394205","","1","51632.66","2045.8","2980.64","2"
"1601394206","","1","68636.41","973.5","2670","1"
"1601396503","","2","68094.62","540","3001.93","1"
"1601396504","","2","14348.86","330","145.16","1"
"1601396505","","1","45510.98","171","2361.29","3"
"1601396506","","1","120423.69","1800","3600","0"
"1601444303","","1","9153.96","760.64","1170","0"
"1601454001","","1","148580.77","480","3150","0"
"1601454002","","1","94995.42","270","2352","1"
"1601454005","","1","87712.93","2294.51","4575","2"
"1601454006","","1","53318.34","2233.49","2197.64","2"
"1601563901","","2","22451.6","828.38","696.77","0"
"1601563902","","2","34348.12","1245.96","870.96","0"
"1601563904","","2","17035.8","354","348.38","0"
"1601563905","","1","25603.98","2201.61","3241.93","1"
"1601563906","","2","43367.49","2907.57","1451.61","1"
"1601580601","","1","35262.28","525","1650","2"
"1601580602","","2","55210.78","142.5","300","0"
"1601580603","","1","78688.49","1965","2550","0"
"1601580604","","2","38999.99","975","900","0"
"1601580605","","2","60777.03","450","900","1"
"1601580606","","2","119754.09","279","3450","2"
"1601684701","","1","65531.03","1734","2700","1"
"1601684704","","1","19296.55","211.5","1800","0"
"1601684705","","1","49141.64","342","3000","0"
"1601684706","","1","129748.22","283.5","3567","0"
"1601708301","","1","85906.52","525","5154.19","1"
"1601708303","","1","62514.75","1451.61","2138.8","3"
"1601708305","","1","40290.13","1836.29","1960.64","0"
"1601708306","","2","55662.37","397.5","580.64","0"
"1601765901","","2","44774.93","1197.58","870.96","2"
"1601765902","","1","84116.14","1050","3522.58","0"
"1601765903","","2","29789.61","195","580.64","0"
"1601765904","","1","24803.77","566.12","1350","0"
"1601765906","","2","34902.1","1909.11","870.96","0"
"1601769001","","1","394558.21","378","3471","1"
"1601769003","","1","89710.7","2177.41","2037.96","0"
"1601769004","","1","45160.91","360","3805.64","0"
"1601769005","","1","290313.53","2627.41","2037.96","0"
"1601769006","","2","36347.23","1877.41","1161.29","0"
"1601784801","","1","52531.93","480","2400","0"
"1601784802","","2","35353.35","1111.5","600","2"
"1601784803","","1","27972.14","292.5","2100","0"
"1601784804","","1","34866.22","1320","3555","0"
"1601784805","","1","31324.42","912","3510","0"
"1601784806","","2","42636.61","357","1818","0"
"1601835601","","1","37761.03","525","3030","0"
"1601835602","","2","23901.62","375","900","0"
"1601835603","","2","22122","2274","1200","0"
"1601835604","","2","35415.57","405","600","1"
"1601835605","","2","47533.43","180","600","1"
"1601835606","","2","34318.03","150","600","1"
"1601926401","","2","39989.05","954","580.64","1"
"1601926402","","2","43806.19","858","870.96","1"
"1601926403","","2","46374.89","1027.5","1161.29","2"
"1601926404","","2","19109.52","420","290.32","1"
"1601926406","","2","43239.1","400","580.64","2"
"1601943001","","1","153048.73","375","2781.29","0"
"1601943003","","2","17649.17","844.64","1393.54","0"
"1601943004","","2","9446.2","775.64","348.38","0"
"1601943005","","2","46842.31","1233.14","1451.61","0"
"1601943006","","2","115433.78","1170.96","1180.64","0"
"1602027601","","2","63749.99","1597.5","300","0"
"1602027603","","1","21427.86","675","675","0"
"1602027604","","1","16979.52","450","660","0"
"1602027604","","1","32432.67","825","825","0"
"1602027604","","1","29614.21","435","810","0"
"1602027604","","1","34989.21","885","810","3"
"1602027605","","1","87947.3","5955","3480","2"
"1602027606","","1","38898.56","517.5","1455","0"
"1602038701","","1","123442.6","1500","1800","0"
"1602038702","","2","72590.16","1860","13050","1"
"1602038703","","2","35258.25","2055","600","0"
"1602038704","","1","78762.26","900","2850","2"
"1602038705","","1","37500.49","397.5","2430","0"
"1602038706","","1","53363.13","2034","1440","0"
"1602039701","","2","19875.4","285","300","0"
"1602039702","","2","35227.84","1975.5","450","0"
"1602039704","","1","188256.89","375","15867","0"
"1602039705","","1","56380.32","210","2205","0"
"1602039706","","1","59137.45","1704","300","1"
"1602056201","","2","29673.85","600","1161.29","0"
"1602056202","","1","67752.6","900","290.32","2"
"1602056204","","1","28065.03","450","643.14","3"
"1602056205","","2","13757.49","214.5","580.64","0"
"1602056206","","1","33170.53","417","1710","1"
"1602068201","","1","139754.75","2047.74","1960.64","0"
"1602068202","","2","39655.36","105","435.48","0"
"1602068203","","1","30156.65","2046.77","840","0"
"1602068204","","2","43091.23","1296.29","1161.28","1"
"1602068205","","1","20918.77","2041.93","1650","2"
"1602080501","","1","151324.31","1303.54","4471.64","0"
"1602080502","","1","57179.63","1931.61","2609.03","0"
"1602080503","","1","124788.98","1451.61","4193.22","2"
"1602080504","","2","23352.03","300","667.74","0"
"1602080505","","1","56246.04","375","2211.29","0"
"1602091302","","1","62924.88","2261.37","2576.12","1"
"1602091303","","1","102374.97","180","3645","1"
"1602091304","","2","29565.53","305.12","301.93","2"
"1602091305","","2","80777.7","667.74","1451.61","0"
"1602186501","","2","45020.09","2074.83","1395.96","3"
"1602186502","","1","70434.78","2358.87","2550","1"
"1602186503","","1","40730.91","2630.31","2658.28","0"
"1602186504","","1","20794.5","1850.8","2051.61","0"
"1602186505","","1","27449.34","330","290.32","0"
"1602186506","","2","24295.08","1382.79","580.64","0"
"1602207301","","2","34436.34","1120.64","1761.29","0"
"1602207302","","2","33698.21","450","580.64","1"
"1602207304","","1","39822.22","1632.96","2850.96","0"
"1602207305","","2","29225.51","232.5","870.96","2"
"1602207306","","1","67462.9","727.5","18338.7","0"
"1602230901","","2","69010.83","1770.96","1161.29","2"
"1602230903","","2","29986.6","69.67","2367.96","1"
"1602230904","","2","38347.82","660.48","725.8","3"
"1602230905","","2","42608.11","941.12","870.96","0"
"1602230906","","2","26088.81","989.99","1161.29","2"
"1602233801","","1","22081.95","807","2040","2"
"1602233803","","1","46498.67","2220","1545","2"
"1602233804","","2","24986.35","124.5","300","0"
"1602233806","","2","17730.68","900","300","0"
"1602245401","","2","20208.67","399","290.32","0"
"1602245402","","1","28110.79","2188.93","1285.16","0"
"1602245403","","2","44774.99","2034.43","290.32","0"
"1602245404","","1","143027.77","2346.82","3698.22","1"
"1602245406","","2","37474.94","270","1306.45","0"
"1602270903","","1","72035.25","1611.29","4130.32","0"
"1602270904","","1","96633.54","166.5","3540","0"
"1602431401","","2","17999.99","679.64","290.32","1"
"1602431403","","2","24565.36","2165.8","1155","0"
"1602431404","","1","25014.1","2053.3","2444.32","0"
"1602431405","","1","37580.24","277.5","1433.12","0"
"1602431406","","2","29983.68","1678.54","1500","2"
"1602453001","","1","49237.18","1838.7","2350.64","0"
"1602453002","","1","89659.93","1170.96","290.32","1"
"1602453003","","2","31812","2401.25","690","0"
"1602453004","","1","92560.19","2351.61","2400","0"
"1602453005","","2","76049.84","300","6387.09","0"
"1602453006","","2","20480.36","180","675","0"
"1602476601","","1","84355.9","750","8250","2"
"1602476602","","2","94243.52","225","2400","0"
"1602476603","","2","45432.77","420","1800","1"
"1602476604","","2","27265.08","270","600","0"
"1602476605","","1","15408.66","1500","300","2"
"1602476606","","1","67369.02","600","2070","0"
"1602477901","","1","45673.71","420","2080.64","0"
"1602477902","","2","35683.55","1724.61","600","0"
"1602477906","","1","60974.82","2310.96","2858.7","0"
"1602478801","","2","15370.23","810","300","1"
"1602478802","","1","16883.64","3090","2502","0"
"1602478803","","1","41723.17","2310","2640","0"
"1602510403","","1","54289.36","2079.43","1920.96","0"
"1602510404","","1","19838.75","300","600","1"
"1602510405","","2","38113.86","2085.95","1326","0"
"1602517001","","1","26967.79","213","1200","0"
"1602517003","","1","38008.56","2276.61","1911.29","1"
"1602517004","","1","41624.98","1948.79","2400","2"
"1602517005","","2","11566.68","1937.9","1515.38","0"
"1602517006","","1","72635.84","255","1605.48","0"
"1602536701","","2","42411.04","396","600","2"
"1602536702","","1","20385.23","309","1815","3"
"1602536703","","2","22873.1","900","840","0"
"1602536704","","1","97152.45","330","2067","0"
"1602575202","","2","56904.99","955.64","290.32","3"
"1602575203","","2","37877.55","1401.96","1161.29","1"
